transaction_id,product_key_id,customer_id,transaction_date,online_order,order_status
143,47,2135,2017-01-26,True,Approved
144,96,1217,2017-12-20,False,Approved
145,97,2992,2017-06-07,True,Approved
146,98,3261,2017-04-06,True,Approved
147,99,2748,2017-04-25,True,Approved
148,100,3262,2017-01-13,False,Approved
149,20,788,2017-03-21,False,Approved
150,101,3067,2017-11-21,True,Approved
151,102,701,2017-11-11,False,Approved
152,28,648,2017-10-16,False,Approved
153,2,3286,2017-08-19,True,Approved
154,1,3383,2017-04-06,True,Approved
155,103,982,2017-11-04,True,Approved
156,29,676,2017-08-22,True,Approved
157,104,385,2017-09-15,True,Approved
158,57,1229,2017-03-01,True,Approved
159,105,3232,2017-08-16,False,Approved
160,106,3300,2017-08-27,False,Approved
161,107,2381,2017-07-10,False,Approved
162,4,371,2017-12-11,False,Approved
163,58,2519,2017-05-20,True,Approved
164,67,2264,2017-07-30,False,Approved
165,1,2637,2017-10-25,True,Approved
166,4,3262,2017-11-27,False,Approved
167,108,3177,2017-04-26,,Approved
168,59,2267,2017-02-02,False,Approved
169,109,456,2017-05-02,False,Approved
170,41,404,2017-10-16,,Approved
171,110,3121,2017-10-22,False,Approved
172,34,2365,2017-04-11,True,Approved
173,110,2528,2017-11-16,False,Approved
174,105,3151,2017-12-17,False,Approved
175,5,3241,2017-12-23,False,Approved
176,111,1335,2017-03-30,True,Approved
177,108,2234,2017-04-13,False,Approved
178,55,3226,2017-07-25,True,Approved
179,66,1365,2017-01-31,False,Approved
180,82,3349,2017-03-18,True,Approved
181,67,1002,2017-02-24,False,Approved
182,13,2282,2017-02-18,False,Approved
183,33,2656,2017-01-07,False,Approved
184,112,2409,2017-07-05,True,Approved
185,24,1711,2017-11-19,False,Approved
186,67,2582,2017-11-08,True,Approved
187,113,1005,2017-07-24,True,Approved
188,1,1597,2017-01-15,True,Approved
189,55,2713,2017-01-12,True,Approved
190,2,1435,2017-11-27,True,Approved
191,114,1477,2017-06-30,True,Approved
192,115,1614,2017-07-15,True,Approved
193,9,1254,2017-06-22,True,Approved
194,5,1423,2017-05-02,False,Approved
195,116,276,2017-12-27,False,Approved
196,117,1315,2017-12-21,True,Approved
197,69,591,2017-05-23,True,Approved
198,118,1017,2017-02-02,False,Approved
199,16,2123,2017-06-08,False,Approved
200,119,2889,2017-04-15,True,Approved
201,120,3208,2017-09-05,True,Approved
202,121,2406,2017-02-26,True,Approved
203,99,2041,2017-07-29,False,Approved
204,116,1598,2017-07-03,True,Approved
205,56,1842,2017-05-27,True,Approved
206,122,141,2017-05-05,False,Approved
207,44,1321,2017-09-09,False,Approved
208,123,183,2017-05-21,False,Approved
209,124,2591,2017-09-22,False,Approved
210,125,3356,2017-04-12,True,Approved
211,126,766,2017-05-07,True,Approved
212,127,1596,2017-01-13,False,Approved
213,128,520,2017-12-14,False,Approved
214,33,868,2017-03-22,True,Approved
215,4,2999,2017-09-30,False,Approved
216,23,352,2017-11-29,True,Approved
217,80,1140,2017-06-09,False,Approved
218,129,621,2017-04-21,False,Approved
219,130,3307,2017-11-13,False,Approved
220,105,1502,2017-04-09,True,Approved
221,49,936,2017-05-08,False,Approved
222,131,939,2017-07-08,True,Approved
223,130,2698,2017-11-30,False,Approved
224,107,579,2017-04-25,True,Approved
225,17,2036,2017-03-30,True,Approved
226,131,3077,2017-03-10,False,Approved
227,37,369,2017-03-16,True,Approved
228,132,821,2017-04-04,True,Approved
229,22,2687,2017-03-13,True,Approved
230,37,681,2017-12-23,True,Approved
231,133,37,2017-08-12,True,Approved
232,134,3002,2017-08-04,False,Approved
233,96,396,2017-09-01,False,Approved
234,112,550,2017-09-01,True,Approved
235,39,1605,2017-07-02,False,Approved
236,135,2325,2017-08-31,True,Approved
237,121,1420,2017-03-11,True,Approved
238,9,3099,2017-10-08,False,Approved
239,11,1645,2017-10-01,True,Approved
240,62,546,2017-11-23,False,Approved
241,37,2885,2017-03-27,True,Approved
242,119,2740,2017-12-04,False,Approved
243,125,3166,2017-11-13,True,Approved
244,136,3487,2017-12-20,True,Approved
245,16,2890,2017-09-22,True,Approved
246,85,3370,2017-01-22,False,Approved
247,60,3393,2017-01-29,True,Approved
248,119,2410,2017-07-21,False,Approved
249,11,3466,2017-02-10,True,Approved
250,137,1454,2017-11-25,False,Cancelled
251,125,1967,2017-04-11,,Approved
252,4,3089,2017-12-03,False,Approved
253,130,3123,2017-12-30,False,Approved
254,8,2692,2017-07-26,False,Approved
255,99,2801,2017-04-01,True,Cancelled
256,138,1580,2017-10-22,True,Approved
257,90,352,2017-03-22,False,Approved
258,70,1777,2017-06-15,True,Approved
259,59,142,2017-07-06,True,Approved
260,102,3393,2017-12-28,False,Approved
261,67,599,2017-05-09,False,Approved
262,45,1258,2017-01-18,False,Approved
263,87,3405,2017-10-22,True,Approved
264,139,3198,2017-01-30,False,Approved
265,82,834,2017-06-26,False,Approved
266,30,3467,2017-11-07,True,Approved
267,107,3436,2017-08-13,True,Approved
268,140,1516,2017-08-27,False,Approved
269,94,2833,2017-01-25,True,Approved
270,0,2362,2017-02-13,False,Approved
271,18,2337,2017-07-11,False,Approved
272,141,2149,2017-04-30,True,Approved
273,36,2133,2017-05-19,False,Approved
274,41,360,2017-05-26,True,Approved
275,32,2969,2017-02-03,True,Approved
276,142,1720,2017-04-28,False,Approved
277,73,2904,2017-03-23,False,Approved
278,101,754,2017-06-03,False,Approved
279,49,1826,2017-04-25,False,Approved
280,89,2487,2017-04-08,False,Approved
281,126,2815,2017-02-18,False,Approved
282,25,541,2017-05-04,False,Approved
283,13,302,2017-03-29,False,Approved
284,30,2024,2017-10-03,True,Approved
285,137,142,2017-07-27,True,Approved
286,55,768,2017-08-07,True,Approved
287,143,2147,2017-02-07,True,Approved
288,77,529,2017-11-20,True,Approved
289,132,825,2017-02-23,False,Approved
290,34,624,2017-04-05,True,Approved
291,139,2302,2017-11-07,False,Approved
292,144,3380,2017-10-28,False,Approved
293,145,314,2017-11-19,False,Approved
294,15,1079,2017-08-25,True,Approved
295,94,1643,2017-01-20,True,Approved
296,45,1524,2017-03-14,True,Approved
297,142,3205,2017-04-14,True,Approved
298,67,2860,2017-11-20,True,Approved
299,132,772,2017-05-24,False,Approved
300,52,323,2017-03-25,True,Approved
301,4,2530,2017-03-24,,Approved
302,81,2426,2017-03-17,True,Approved
303,137,1883,2017-11-18,False,Approved
304,9,2745,2017-04-07,False,Approved
305,39,2819,2017-01-04,False,Approved
306,146,792,2017-12-13,False,Approved
307,49,923,2017-04-20,False,Approved
308,97,3353,2017-07-21,False,Approved
309,140,3394,2017-11-27,False,Approved
310,80,3213,2017-10-21,False,Approved
311,54,3260,2017-03-07,False,Approved
312,25,1015,2017-12-04,False,Approved
313,36,2266,2017-01-25,False,Approved
314,41,58,2017-08-20,True,Approved
315,129,3118,2017-12-18,True,Approved
316,66,1414,2017-08-01,False,Approved
317,108,2202,2017-06-19,True,Approved
318,38,2144,2017-05-31,True,Approved
319,90,1033,2017-10-09,True,Approved
320,60,2157,2017-06-20,True,Approved
321,77,1097,2017-01-23,False,Approved
322,9,2757,2017-04-19,False,Approved
323,99,87,2017-11-08,True,Approved
324,147,2049,2017-10-11,False,Approved
325,66,952,2017-11-14,True,Approved
326,34,1745,2017-01-20,False,Approved
327,25,40,2017-05-09,True,Approved
328,79,372,2017-10-17,True,Approved
329,15,1627,2017-08-11,True,Approved
330,25,444,2017-11-15,False,Approved
331,148,217,2017-05-23,False,Approved
332,112,1656,2017-08-02,True,Approved
333,149,485,2017-12-16,True,Approved
334,150,2252,2017-02-21,False,Approved
335,71,3103,2017-11-01,False,Approved
336,34,506,2017-10-05,True,Approved
337,128,1615,2017-10-30,,Approved
338,38,1881,2017-01-02,True,Approved
339,90,2903,2017-12-04,True,Approved
340,70,1274,2017-12-16,False,Approved
341,25,1443,2017-08-27,False,Approved
342,84,2091,2017-03-14,False,Approved
343,148,1478,2017-03-11,,Approved
344,135,1493,2017-07-09,False,Approved
345,61,1614,2017-03-21,False,Approved
346,137,476,2017-07-19,False,Approved
347,13,1777,2017-04-12,True,Approved
348,126,940,2017-08-11,False,Approved
349,110,2930,2017-10-20,True,Approved
350,18,2354,2017-10-26,True,Approved
351,151,1582,2017-06-15,False,Approved
352,114,416,2017-06-19,False,Approved
353,73,1013,2017-04-20,True,Approved
354,152,533,2017-11-14,False,Approved
355,19,968,2017-03-22,True,Approved
356,3,727,2017-07-09,True,Approved
357,39,1160,2017-04-13,False,Approved
358,41,3425,2017-12-06,True,Approved
359,95,1614,2017-11-10,True,Approved
360,153,2140,2017-04-26,True,Approved
361,7,2589,2017-01-31,False,Approved
362,97,2920,2017-09-22,True,Approved
363,68,62,2017-08-14,True,Approved
364,38,1112,2017-09-13,False,Approved
365,76,1995,2017-05-03,True,Approved
366,51,1965,2017-08-22,False,Approved
367,154,1614,2017-03-10,False,Approved
368,146,366,2017-01-24,True,Approved
369,93,2682,2017-07-29,False,Approved
370,4,2993,2017-08-03,True,Approved
371,30,1887,2017-08-28,False,Approved
372,55,1692,2017-08-16,True,Approved
373,25,1927,2017-06-24,False,Approved
374,60,2567,2017-03-07,False,Approved
375,155,3276,2017-07-05,True,Approved
376,72,1808,2017-02-09,False,Approved
377,97,2368,2017-10-17,False,Approved
378,87,470,2017-10-27,False,Approved
379,82,3270,2017-03-03,False,Approved
380,1,1683,2017-08-20,True,Approved
381,29,880,2017-09-18,True,Approved
382,152,309,2017-12-02,True,Approved
383,76,1698,2017-11-28,True,Approved
384,8,1434,2017-08-28,False,Approved
385,129,2712,2017-05-14,False,Approved
386,132,892,2017-10-01,False,Approved
387,110,832,2017-10-15,True,Approved
388,12,1033,2017-05-03,True,Approved
389,67,2834,2017-02-15,True,Approved
390,15,3015,2017-01-04,False,Approved
391,150,3484,2017-10-12,False,Approved
392,101,2775,2017-03-19,False,Approved
393,56,1208,2017-08-30,True,Approved
394,149,2109,2017-06-29,False,Approved
395,156,3195,2017-10-12,True,Approved
396,3,3366,2017-06-27,True,Approved
397,7,2492,2017-02-27,False,Approved
398,41,389,2017-03-12,True,Approved
399,152,1306,2017-12-18,,Approved
400,157,552,2017-07-24,True,Approved
401,19,3009,2017-05-05,False,Approved
402,3,2925,2017-06-14,False,Approved
403,100,140,2017-02-17,False,Approved
404,99,209,2017-09-14,True,Approved
405,32,225,2017-06-19,False,Approved
406,141,1595,2017-04-17,False,Approved
407,158,2559,2017-06-14,True,Approved
408,142,769,2017-12-11,False,Approved
409,121,1282,2017-05-08,False,Approved
410,19,2377,2017-03-07,False,Approved
411,66,3355,2017-12-30,False,Approved
412,82,2350,2017-05-11,True,Approved
413,47,720,2017-09-09,False,Approved
414,90,3249,2017-02-02,True,Approved
415,32,2939,2017-10-01,True,Approved
416,67,1035,2017-11-03,True,Approved
417,68,492,2017-10-02,False,Approved
418,76,3100,2017-12-10,True,Approved
419,159,1586,2017-04-19,False,Approved
420,160,31,2017-05-25,True,Approved
421,161,887,2017-04-28,False,Approved
422,94,3356,2017-08-26,False,Approved
423,19,2498,2017-09-15,True,Approved
424,40,3415,2017-03-03,True,Approved
425,162,2828,2017-09-06,False,Approved
426,76,3117,2017-04-24,True,Approved
427,74,2850,2017-11-19,False,Approved
428,66,2779,2017-11-30,True,Approved
429,64,683,2017-12-15,False,Approved
430,62,2342,2017-10-26,False,Approved
431,97,3388,2017-02-12,False,Approved
432,15,1968,2017-06-19,True,Approved
433,76,2923,2017-12-17,True,Approved
434,99,15,2017-03-10,False,Approved
435,163,2659,2017-07-22,True,Approved
436,88,3417,2017-09-26,True,Approved
437,138,1862,2017-08-27,True,Approved
438,32,1670,2017-04-17,False,Approved
439,16,2126,2017-12-05,True,Approved
440,17,2702,2017-10-20,True,Approved
441,89,125,2017-02-25,True,Approved
442,125,750,2017-04-24,True,Approved
443,164,359,2017-01-25,False,Approved
444,16,2820,2017-09-10,False,Approved
445,90,850,2017-11-25,True,Approved
446,57,3072,2017-05-23,False,Approved
447,157,820,2017-06-23,False,Approved
448,52,919,2017-09-28,True,Approved
449,75,1250,2017-03-31,False,Approved
450,10,1655,2017-05-01,False,Approved
451,165,1194,2017-12-02,True,Approved
452,127,234,2017-03-20,False,Approved
453,101,724,2017-11-22,False,Approved
454,101,1976,2017-05-03,False,Approved
455,84,193,2017-08-16,True,Approved
456,61,1588,2017-01-30,True,Approved
457,110,290,2017-10-10,False,Approved
458,135,167,2017-03-25,False,Approved
459,123,2821,2017-04-29,True,Approved
460,62,1201,2017-08-07,False,Approved
461,33,893,2017-07-09,False,Approved
462,66,2794,2017-09-05,True,Approved
463,88,3166,2017-07-14,True,Approved
464,116,1422,2017-10-13,False,Approved
465,102,3476,2017-04-17,False,Approved
466,138,505,2017-06-24,True,Approved
467,151,1132,2017-10-15,False,Approved
468,87,2363,2017-11-02,True,Approved
469,9,1816,2017-10-11,False,Approved
470,142,73,2017-04-30,False,Approved
471,142,647,2017-01-21,True,Approved
472,130,1304,2017-02-09,True,Approved
473,146,344,2017-11-11,False,Approved
474,142,1001,2017-10-07,True,Approved
475,13,2724,2017-08-10,False,Approved
476,166,1787,2017-08-19,True,Approved
477,68,367,2017-02-12,,Approved
478,79,524,2017-01-18,True,Approved
479,107,479,2017-09-08,True,Approved
480,164,1782,2017-04-17,True,Approved
481,13,361,2017-03-15,True,Approved
482,67,1135,2017-04-22,False,Approved
483,151,1591,2017-02-15,True,Approved
484,1,941,2017-05-04,True,Approved
485,147,804,2017-03-17,False,Approved
486,5,2729,2017-07-24,True,Approved
487,18,223,2017-02-15,True,Approved
488,105,1571,2017-09-09,True,Approved
489,128,2747,2017-01-25,False,Approved
490,94,506,2017-04-12,True,Approved
491,38,2676,2017-12-10,True,Approved
492,108,547,2017-01-11,True,Approved
493,30,2623,2017-12-03,True,Approved
494,96,1509,2017-11-16,True,Approved
495,62,479,2017-08-09,True,Approved
496,42,661,2017-11-08,False,Approved
497,167,1854,2017-12-30,True,Approved
498,23,125,2017-05-29,False,Approved
499,6,1037,2017-07-19,False,Approved
500,15,1446,2017-02-02,True,Approved
501,51,2810,2017-07-25,True,Approved
502,39,500,2017-06-13,True,Approved
503,147,2468,2017-08-07,True,Approved
504,10,1785,2017-03-10,False,Approved
505,168,2560,2017-07-09,False,Approved
506,168,1853,2017-12-04,False,Approved
507,112,3468,2017-09-02,True,Approved
508,45,3389,2017-03-24,False,Approved
509,67,3015,2017-07-28,False,Approved
510,169,3073,2017-04-23,True,Approved
511,84,683,2017-07-04,True,Approved
512,66,1020,2017-10-02,True,Approved
513,120,1052,2017-11-29,False,Approved
514,119,1679,2017-01-02,True,Approved
515,87,3330,2017-11-18,False,Approved
516,156,1591,2017-05-03,False,Approved
517,54,311,2017-01-01,True,Approved
518,64,1996,2017-11-25,False,Approved
519,39,997,2017-10-19,True,Approved
520,3,1276,2017-09-21,False,Approved
521,28,693,2017-02-18,False,Approved
522,135,3013,2017-01-26,False,Approved
523,64,2234,2017-01-07,True,Approved
524,170,1171,2017-02-10,True,Approved
525,2,1849,2017-04-27,False,Approved
526,82,827,2017-04-02,True,Approved
527,100,1499,2017-08-27,True,Approved
528,81,2233,2017-05-04,True,Approved
529,41,103,2017-06-03,True,Approved
530,66,1202,2017-03-31,,Approved
531,6,1494,2017-06-10,True,Approved
532,54,1559,2017-10-15,True,Approved
533,119,3381,2017-02-09,False,Approved
534,100,1517,2017-04-08,False,Approved
535,171,776,2017-10-28,True,Approved
536,77,1018,2017-12-03,True,Approved
537,52,3280,2017-08-18,True,Approved
538,118,1042,2017-03-23,False,Approved
539,139,1312,2017-09-04,True,Approved
540,126,682,2017-09-02,True,Approved
541,58,1499,2017-04-13,True,Approved
542,40,1555,2017-07-08,False,Approved
543,172,246,2017-12-03,False,Approved
544,115,2734,2017-05-19,True,Approved
545,69,2336,2017-05-19,False,Approved
546,68,2391,2017-08-21,True,Approved
547,44,2139,2017-06-26,True,Approved
548,20,867,2017-03-06,True,Approved
549,25,543,2017-01-25,False,Approved
550,39,2839,2017-09-05,False,Approved
551,145,3382,2017-10-15,True,Approved
552,62,333,2017-11-30,True,Approved
553,88,2826,2017-10-22,False,Approved
554,14,1707,2017-01-31,False,Approved
555,173,1198,2017-05-08,True,Approved
556,45,359,2017-09-04,False,Approved
557,174,170,2017-01-16,True,Approved
558,83,3481,2017-02-22,False,Approved
559,82,3104,2017-03-21,,Approved
560,135,695,2017-01-10,False,Approved
561,90,2298,2017-01-01,False,Approved
562,87,753,2017-09-23,False,Approved
563,109,3071,2017-04-05,False,Approved
564,69,1913,2017-11-18,True,Approved
565,90,2633,2017-09-23,False,Approved
566,108,178,2017-11-28,False,Approved
567,9,252,2017-03-09,False,Approved
568,105,1032,2017-08-04,True,Approved
569,175,1094,2017-05-08,False,Approved
570,140,1396,2017-12-21,True,Approved
571,0,1186,2017-08-20,False,Approved
572,163,2770,2017-01-27,True,Approved
573,20,2271,2017-07-06,False,Approved
574,20,2518,2017-01-25,True,Approved
575,73,3197,2017-06-26,True,Approved
576,35,2538,2017-02-26,False,Approved
577,25,149,2017-05-04,,Approved
578,125,1579,2017-10-13,True,Approved
579,123,1979,2017-05-31,True,Approved
580,168,1447,2017-04-13,True,Approved
581,164,2618,2017-12-19,False,Approved
582,101,1224,2017-08-03,True,Approved
583,176,3053,2017-04-16,False,Approved
584,156,1019,2017-09-13,True,Cancelled
585,55,1677,2017-03-22,False,Approved
586,71,1047,2017-04-14,True,Approved
587,19,1320,2017-08-14,False,Approved
588,30,823,2017-08-30,True,Approved
589,97,854,2017-10-04,False,Approved
590,177,1141,2017-02-16,True,Approved
591,59,1574,2017-07-23,False,Approved
592,102,132,2017-03-21,False,Approved
593,82,1399,2017-12-14,True,Approved
594,130,2118,2017-08-17,False,Approved
595,64,825,2017-01-12,False,Approved
596,150,1691,2017-02-01,False,Approved
597,14,345,2017-08-13,False,Approved
598,60,1665,2017-01-03,True,Approved
599,172,1059,2017-12-08,True,Approved
600,42,964,2017-06-24,False,Approved
601,175,1466,2017-11-27,True,Approved
602,20,3477,2017-08-23,True,Approved
603,178,3318,2017-05-12,True,Approved
604,88,2490,2017-03-04,True,Approved
605,145,3023,2017-03-23,False,Approved
606,74,2878,2017-12-30,False,Approved
607,137,2754,2017-05-28,True,Approved
608,90,266,2017-09-14,False,Approved
609,111,1409,2017-03-29,False,Approved
610,169,3482,2017-10-20,False,Approved
611,179,368,2017-12-06,True,Approved
612,0,3275,2017-07-20,False,Approved
613,24,904,2017-03-03,False,Approved
614,84,2536,2017-03-08,True,Approved
615,116,375,2017-07-22,True,Approved
616,101,2694,2017-07-13,True,Approved
617,9,3285,2017-08-12,False,Approved
618,31,3016,2017-06-27,True,Approved
619,14,3493,2017-03-16,False,Approved
620,180,864,2017-06-22,False,Approved
621,66,2510,2017-03-27,False,Approved
622,20,3097,2017-10-14,False,Approved
623,44,2156,2017-03-01,False,Approved
624,181,1600,2017-08-12,False,Approved
625,19,2033,2017-09-15,False,Approved
626,114,1999,2017-06-12,False,Approved
627,173,968,2017-01-20,False,Approved
628,1,2060,2017-02-17,True,Approved
629,110,2569,2017-03-11,False,Approved
630,96,2853,2017-10-10,True,Approved
631,1,818,2017-11-20,False,Approved
632,66,3164,2017-09-10,True,Approved
633,70,2211,2017-09-10,True,Approved
634,152,2069,2017-04-29,False,Approved
635,98,2296,2017-08-31,True,Approved
636,12,2836,2017-07-02,False,Approved
637,88,524,2017-02-14,False,Approved
638,71,1436,2017-02-11,False,Approved
639,62,482,2017-04-17,False,Approved
640,71,760,2017-09-05,False,Approved
641,89,757,2017-10-19,False,Approved
642,134,1570,2017-09-05,False,Approved
643,78,3245,2017-09-28,False,Approved
644,109,1841,2017-08-20,False,Approved
645,170,3039,2017-04-27,False,Approved
646,1,2590,2017-10-12,False,Approved
647,17,2175,2017-03-05,True,Approved
648,61,485,2017-10-16,True,Approved
649,87,606,2017-11-01,False,Approved
650,81,761,2017-04-26,False,Approved
651,21,3154,2017-03-11,False,Approved
652,52,1739,2017-10-23,True,Approved
653,75,2700,2017-06-28,True,Approved
654,55,1775,2017-06-17,False,Approved
655,131,46,2017-05-12,False,Approved
656,75,3470,2017-12-28,False,Approved
657,6,3190,2017-02-21,True,Approved
658,134,3076,2017-06-04,False,Approved
659,182,2240,2017-04-18,True,Approved
660,147,2814,2017-12-17,False,Approved
661,59,29,2017-09-16,False,Approved
662,98,2072,2017-07-26,False,Approved
663,112,2486,2017-05-15,True,Approved
664,110,2383,2017-01-21,True,Approved
665,49,759,2017-10-09,True,Approved
666,66,2777,2017-02-16,True,Approved
667,23,3109,2017-06-14,False,Approved
668,107,3190,2017-03-03,False,Approved
669,140,3420,2017-04-07,False,Approved
670,122,112,2017-01-29,False,Approved
671,99,2874,2017-04-09,False,Approved
672,38,940,2017-05-22,True,Approved
673,11,1952,2017-07-08,True,Approved
674,107,1618,2017-12-02,True,Approved
675,183,1817,2017-07-05,True,Approved
676,134,1665,2017-06-26,False,Approved
677,184,2609,2017-07-02,False,Approved
678,11,626,2017-08-06,False,Approved
679,111,693,2017-12-20,True,Approved
680,38,2151,2017-01-31,True,Approved
681,80,3085,2017-12-05,True,Approved
682,114,1747,2017-06-23,False,Approved
683,68,2095,2017-12-10,False,Approved
684,170,1289,2017-12-19,False,Approved
685,159,2347,2017-08-20,False,Approved
686,17,1762,2017-06-19,False,Approved
687,168,1374,2017-05-16,False,Approved
688,126,836,2017-08-01,False,Approved
689,185,2310,2017-12-13,True,Approved
690,60,1371,2017-11-18,False,Approved
691,131,1385,2017-03-21,False,Approved
692,77,2744,2017-07-11,False,Approved
693,131,2999,2017-01-24,True,Approved
694,186,294,2017-06-15,True,Approved
695,4,1282,2017-11-22,False,Approved
696,21,1400,2017-07-06,False,Approved
697,92,2285,2017-11-21,False,Approved
698,185,623,2017-07-02,True,Approved
699,47,1535,2017-08-13,False,Approved
700,56,2153,2017-08-02,True,Approved
701,123,2477,2017-11-20,False,Approved
702,17,2368,2017-01-05,True,Approved
703,84,211,2017-10-02,True,Approved
704,120,1874,2017-08-01,False,Approved
705,57,2243,2017-03-26,False,Approved
706,17,1329,2017-01-05,True,Approved
707,150,260,2017-08-18,False,Approved
